ID_TRX;ID_Banco;ID_Marca_Tarjeta;ID_Categoria;Importe_Operacion;Moneda;Cantidad_Cuotas;Fecha_Operacion;Número de tarjeta;Modalidad;Fecha_Presentación_Cupón;Rubro_Establecimiento;Provincia_Consumidor;Provincia_Comercio;Observada_BCRA;Sexo;Ingresos_Usuario;Edad
1567;Itaú;MasterCard;Platinum;265174;Pesos;12;15/2/2022;6,32849E+15;QR;20/2/2022;Bares;Catamarca;Chubut;0;Masculino;130266;61
1568;Columbia;MasterCard;Platinum;499669;Pesos;1;5/12/2022;6,26562E+15;Mercado Pago;6/12/2022;Cervecerías artesanales;Santiago del Estero;Salta;0;Masculino;180384;70
1569;BBVA;MasterCard;Nacional;106499;Pesos;1;5/5/2022;6,3437E+15;Presencial;7/5/2022;Casas de comidas;Neuquén;La Pampa;0;Femenino;107925;67
1570;Comafi;MasterCard;Internacional;183679;Pesos;1;16/10/2022;5,51904E+15;Venta Teléfonica;20/10/2022;Rotiserías;Córdoba;Mendoza;0;Femenino;794346;62
1571;Patagonia;MasterCard;Gold;406297;Pesos;1;15/1/2022;5,02684E+15;Débito Automático;16/1/2022;Casas de comida por peso;Salta;Tierra del Fuego;0;Masculino;895936;67
1572;Hipotecario;MasterCard;Platinum;507381;Pesos;1;31/7/2022;5,46891E+15;E Commerce;1/8/2022;Cafeterías;Tierra del Fuego;San Luis;0;Femenino;260045;70
1573;Galicia;MasterCard;Signature Black;612227;Dólares;6;6/2/2022;5,61012E+15;MODO;9/2/2022;Restaurantes;Neuquén;Formosa;1;Masculino;358795;62
1574;Macro;MasterCard;Platinum;795543;Pesos;12;13/1/2022;6,04056E+15;QR;15/1/2022;Hamburgueserías;Chaco;Chaco;0;Masculino;782972;64
1575;Santander;MasterCard;Platinum;885159;Pesos;1;7/4/2022;4,13417E+15;Mercado Pago;9/4/2022;Pizzerías;Tierra del Fuego;Mendoza;0;Masculino;578888;60
1576;Credicoop;MasterCard;Nacional;763660;Pesos;3;13/7/2022;6,81505E+15;Presencial;20/7/2022;Casas de empanadas;Chaco;Santa Cruz;0;Masculino;757405;62
1577;Supervielle;MasterCard;Internacional;50091;Pesos;1;30/9/2022;6,18688E+15;Venta Teléfonica;2/10/2022;Almacenes o Fiambrerías;La Pampa;Río Negro;0;Masculino;85357;67
1578;HSBC;MasterCard;Gold;166754;Pesos;6;6/11/2022;5,9967E+15;Débito Automático;11/11/2022;Dietéticas o Tiendas naturistas;San Juan;Chaco;0;Femenino;632063;65
1579;Itaú;MasterCard;Platinum;941050;Pesos;12;14/8/2022;4,97056E+15;E Commerce;17/8/2022;Verdulerías y Fruterías;San Luis;Mendoza;0;Femenino;584374;64
1580;Columbia;MasterCard;Signature Black;724329;Pesos;6;9/11/2022;6,42874E+15;MODO;14/11/2022;Carnicerías;Buenos Aires;Tierra del Fuego;0;Masculino;296848;67
1581;BBVA;MasterCard;Platinum;188236;Pesos;12;17/10/2022;6,04161E+15;QR;19/10/2022;Granjas o Pollerías;Corrientes;Chubut;0;Masculino;103244;66
1582;Comafi;MasterCard;Platinum;90484;Pesos;3;30/10/2022;5,17738E+15;Mercado Pago;4/11/2022;Kioskos;La Rioja;Catamarca;0;Masculino;414543;60
1583;Patagonia;MasterCard;Nacional;194129;Pesos;12;25/3/2022;4,67236E+15;Presencial;1/4/2022;Agencias de Turismo;Río Negro;Salta;0;Masculino;463484;60
1584;Hipotecario;MasterCard;Internacional;267859;Dólares;1;8/12/2022;5,34262E+15;Venta Teléfonica;9/12/2022;Inmobiliarias;Chaco;San Juan;1;Masculino;394329;61
1585;Galicia;MasterCard;Gold;490367;Pesos;1;18/1/2022;5,51733E+15;Débito Automático;19/1/2022;Estudios profesionales;Salta;Río Negro;0;Femenino;456811;68
1586;Macro;MasterCard;Platinum;94883;Pesos;1;30/12/2022;5,81439E+15;E Commerce;5/1/2023;Estudios contables;Mendoza;Entre Ríos;0;Masculino;419186;69
1587;Santander;MasterCard;Signature Black;510743;Pesos;6;27/10/2022;6,85907E+15;MODO;28/10/2022;Estudios jurídicos;Córdoba;Tierra del Fuego;0;Femenino;878310;67
1588;Credicoop;MasterCard;Platinum;958468;Pesos;12;30/12/2022;4,63623E+15;QR;31/12/2022;Empresas de servicios;Santa Fe;Chubut;0;Femenino;646522;64
1589;Supervielle;MasterCard;Platinum;759899;Pesos;3;6/1/2022;6,92294E+15;Mercado Pago;9/1/2022;Empresas de limpieza de edificios;Jujuy;Santa Cruz;0;Masculino;720915;65
1590;HSBC;MasterCard;Nacional;384556;Pesos;6;15/4/2022;5,30133E+15;Presencial;19/4/2022;Empresas de fumigación / desinfección;Chubut;Mendoza;0;Femenino;291543;60
1591;Itaú;MasterCard;Internacional;301160;Pesos;1;10/7/2022;5,53933E+15;Venta Teléfonica;15/7/2022;Empresas de limpieza de tanques;Santa Fe;Entre Ríos;0;Femenino;727592;67
1592;Columbia;MasterCard;Gold;749141;Pesos;6;26/8/2022;5,51509E+15;Débito Automático;31/8/2022;Empresas de mantenimiento y reparación de edificios;Corrientes;Córdoba;0;Femenino;427995;65
1593;BBVA;MasterCard;Platinum;707489;Pesos;1;2/8/2022;5,17187E+15;E Commerce;8/8/2022;Empresas de construcción;Buenos Aires;Santiago del Estero;0;Femenino;524953;63
1594;Comafi;MasterCard;Signature Black;661135;Pesos;3;26/10/2022;5,2669E+15;MODO;29/10/2022;Venta de indumentaria y accesorios;Entre Ríos;Santiago del Estero;0;Masculino;606676;70
1595;Patagonia;MasterCard;Platinum;715531;Dólares;6;11/10/2022;4,18821E+15;QR;17/10/2022;Venta de calzado;Mendoza;La Rioja;1;Femenino;468410;70
1596;Hipotecario;MasterCard;Platinum;209926;Pesos;3;27/2/2022;5,67331E+15;Mercado Pago;3/3/2022;Venta de artículos deportivos;Misiones;Santa Cruz;0;Femenino;374886;69
1597;Galicia;MasterCard;Nacional;954864;Pesos;12;1/4/2022;4,56473E+15;Presencial;6/4/2022;Showrooms;Mendoza;Buenos Aires;0;Masculino;772458;60
1598;Macro;MasterCard;Internacional;84275;Pesos;12;21/3/2022;5,4907E+15;Venta Teléfonica;24/3/2022;Ferreterías y Cerrajerías;Tierra del Fuego;Córdoba;0;Masculino;854031;64
1599;Santander;MasterCard;Gold;588234;Pesos;12;28/6/2022;6,75141E+15;Débito Automático;2/7/2022;Venta de relojería y joyería;Tierra del Fuego;Tierra del Fuego;0;Femenino;168703;68
1600;Credicoop;MasterCard;Platinum;989604;Pesos;1;26/6/2022;5,52265E+15;E Commerce;30/6/2022;Venta de artículos de perfumería y tocador;Santiago del Estero;Formosa;0;Femenino;740758;61
1601;Supervielle;MasterCard;Signature Black;817080;Pesos;1;8/4/2022;4,68862E+15;MODO;10/4/2022;Ópticas y casas de artículos de fotografía;Jujuy;Entre Ríos;0;Masculino;857233;61
1602;HSBC;MasterCard;Platinum;907901;Pesos;3;14/11/2022;5,14455E+15;QR;20/11/2022;Ventas y servicio técnico de Celulares e Informática;Santa Fe;Entre Ríos;0;Masculino;772171;63
1603;Itaú;MasterCard;Platinum;387888;Pesos;3;29/8/2022;5,20547E+15;Mercado Pago;4/9/2022;Local de venta de materialeles de construcción;Tierra del Fuego;CABA;0;Masculino;116605;66
1604;Columbia;MasterCard;Nacional;358314;Pesos;1;14/5/2022;5,19309E+15;Presencial;15/5/2022;Pinturerías;La Pampa;Mendoza;0;Femenino;774935;61
1605;BBVA;MasterCard;Internacional;545657;Pesos;3;25/1/2022;6,97276E+15;Venta Teléfonica;27/1/2022;Local de venta de artículos para el hogar / Bazar;Formosa;Chubut;0;Femenino;468566;69
1606;Comafi;MasterCard;Gold;658321;Dólares;1;18/4/2022;6,64167E+15;Débito Automático;21/4/2022;Regalerías;Chaco;Santa Fe;1;Masculino;518892;62
1607;Patagonia;MasterCard;Platinum;9238;Pesos;3;2/11/2022;4,54286E+15;E Commerce;7/11/2022;Jugueterías;La Rioja;Mendoza;0;Femenino;860481;64
1608;Hipotecario;MasterCard;Signature Black;675024;Pesos;1;19/11/2022;4,48917E+15;MODO;23/11/2022;Librerías;Corrientes;Entre Ríos;0;Masculino;170683;70
1609;Galicia;MasterCard;Platinum;500059;Pesos;12;6/3/2022;6,48447E+15;QR;12/3/2022;Local de venta de artículos de decoración y objetos de arte;Catamarca;Entre Ríos;0;Masculino;572679;63
1610;Macro;MasterCard;Platinum;132097;Pesos;1;26/6/2022;5,70687E+15;Mercado Pago;3/7/2022;Mueblerías;Santa Cruz;Chaco;0;Masculino;207433;60
1611;Santander;MasterCard;Nacional;775738;Pesos;1;29/5/2022;4,63078E+15;Presencial;4/6/2022;Venta de equipamiento comercial y de servicios;Catamarca;Córdoba;0;Femenino;116731;67
1612;Credicoop;MasterCard;Internacional;759204;Pesos;6;11/7/2022;5,59871E+15;Venta Teléfonica;18/7/2022;Local de venta de electrodomésticos;Jujuy;La Pampa;0;Femenino;775091;65
1613;Supervielle;MasterCard;Gold;974689;Pesos;12;23/11/2022;5,87944E+15;Débito Automático;30/11/2022;Otros rubros;Córdoba;Córdoba;0;Masculino;830995;60
1614;HSBC;MasterCard;Platinum;508946;Pesos;1;16/3/2022;5,02581E+15;E Commerce;21/3/2022;Peluquerías y barberías;Santa Cruz;Río Negro;0;Masculino;81101;68
1615;Itaú;MasterCard;Signature Black;46078;Pesos;1;19/1/2022;6,69126E+15;MODO;26/1/2022;Talleres mecánicos;San Luis;Formosa;0;Femenino;768198;61
1616;Columbia;MasterCard;Platinum;971974;Pesos;1;22/12/2022;5,27145E+15;QR;23/12/2022;Local de venta de repuestos para automotores;Río Negro;Salta;0;Masculino;354699;70
1617;BBVA;MasterCard;Platinum;245581;Dólares;3;13/3/2022;5,07695E+15;Mercado Pago;17/3/2022;Talleres textiles;Santiago del Estero;Chaco;1;Femenino;102470;66
1618;Comafi;MasterCard;Nacional;104287;Pesos;1;29/12/2022;6,59786E+15;Presencial;30/12/2022;Servicio técnico de celulares;Neuquén;Neuquén;0;Femenino;364701;65
1619;Patagonia;MasterCard;Internacional;696017;Pesos;3;24/2/2022;6,19563E+15;Venta Teléfonica;2/3/2022;Servicio técnico de artículos del hogar;San Luis;Misiones;0;Femenino;781997;65
1620;Hipotecario;MasterCard;Gold;390201;Pesos;12;16/7/2022;5,37924E+15;Débito Automático;22/7/2022;Bicicleterías;Corrientes;Santa Cruz;0;Masculino;367354;68
1621;Galicia;MasterCard;Platinum;224735;Pesos;1;8/6/2022;6,85055E+15;E Commerce;12/6/2022;Local de perforación y tatuajes;La Rioja;Buenos Aires;0;Masculino;663970;68
1622;Macro;MasterCard;Signature Black;227232;Pesos;6;29/10/2022;5,20346E+15;MODO;30/10/2022;Salones de estética;La Pampa;Río Negro;0;Masculino;493812;69
1623;Santander;MasterCard;Platinum;435301;Pesos;3;17/8/2022;6,83138E+15;QR;19/8/2022;Consultorios y Centros médicos;Corrientes;CABA;0;Femenino;545879;69
1624;Credicoop;MasterCard;Platinum;331541;Pesos;1;7/8/2022;6,49707E+15;Mercado Pago;10/8/2022;Gimnasios / Centros de entrenamiento;Formosa;Entre Ríos;0;Femenino;102212;62
1625;Supervielle;MasterCard;Nacional;197305;Pesos;1;2/8/2022;5,25896E+15;Presencial;6/8/2022;Bares;San Juan;Catamarca;0;Femenino;284667;61
1626;HSBC;MasterCard;Internacional;32758;Pesos;1;9/7/2022;4,48871E+15;Venta Teléfonica;11/7/2022;Cervecerías artesanales;Córdoba;Santa Fe;0;Masculino;155945;61
1627;Itaú;MasterCard;Gold;172790;Pesos;3;1/9/2022;4,49369E+15;Débito Automático;2/9/2022;Casas de comidas;Chubut;Santa Fe;0;Femenino;109597;70
1628;Columbia;MasterCard;Platinum;875815;Dólares;1;17/12/2022;4,16295E+15;E Commerce;24/12/2022;Rotiserías;San Juan;Chubut;1;Femenino;895647;63
1629;BBVA;MasterCard;Signature Black;114971;Pesos;6;5/9/2022;5,05828E+15;MODO;7/9/2022;Casas de comida por peso;Entre Ríos;Tierra del Fuego;0;Masculino;366847;65
1630;Comafi;MasterCard;Platinum;610671;Pesos;3;4/11/2022;5,8701E+15;QR;9/11/2022;Cafeterías;Córdoba;Catamarca;0;Masculino;141231;70
1631;Patagonia;MasterCard;Platinum;435232;Pesos;1;10/2/2022;5,20797E+15;Mercado Pago;13/2/2022;Restaurantes;Misiones;Salta;0;Masculino;572234;65
1632;Hipotecario;MasterCard;Nacional;463131;Pesos;12;17/4/2022;4,14258E+15;Presencial;18/4/2022;Hamburgueserías;Neuquén;CABA;0;Masculino;96322;70
1633;Galicia;MasterCard;Internacional;482573;Pesos;3;12/10/2022;6,87489E+15;Venta Teléfonica;16/10/2022;Pizzerías;Jujuy;Córdoba;0;Femenino;676726;63
1634;Macro;MasterCard;Gold;732806;Pesos;1;22/9/2022;5,87939E+15;Débito Automático;28/9/2022;Casas de empanadas;Chaco;Corrientes;0;Masculino;412920;60
1635;Santander;MasterCard;Platinum;358839;Pesos;12;8/8/2022;4,82029E+15;E Commerce;9/8/2022;Almacenes o Fiambrerías;Misiones;Jujuy;0;Femenino;358221;66
1636;Credicoop;MasterCard;Signature Black;977079;Pesos;1;1/11/2022;5,01348E+15;MODO;5/11/2022;Dietéticas o Tiendas naturistas;Santa Fe;Misiones;0;Masculino;591815;66
1637;Supervielle;MasterCard;Platinum;726180;Pesos;1;9/5/2022;5,12191E+15;QR;12/5/2022;Verdulerías y Fruterías;Chubut;Neuquén;0;Masculino;109722;66
1638;HSBC;MasterCard;Platinum;970446;Pesos;1;13/11/2022;6,25809E+15;Mercado Pago;19/11/2022;Carnicerías;Chubut;CABA;0;Femenino;845065;60
1639;Itaú;MasterCard;Nacional;85310;Dólares;3;22/10/2022;5,05918E+15;Presencial;26/10/2022;Granjas o Pollerías;Córdoba;Santa Fe;1;Masculino;441279;62
1640;Columbia;MasterCard;Internacional;701586;Pesos;12;30/6/2022;6,74487E+15;Venta Teléfonica;4/7/2022;Kioskos;Catamarca;Mendoza;0;Femenino;756024;70
1641;BBVA;MasterCard;Gold;354151;Pesos;12;25/11/2022;5,73161E+15;Débito Automático;29/11/2022;Agencias de Turismo;La Pampa;Misiones;0;Femenino;241561;62
1642;Comafi;MasterCard;Platinum;468361;Pesos;6;27/8/2022;4,78302E+15;E Commerce;2/9/2022;Inmobiliarias;San Juan;Chubut;0;Femenino;355317;65
1643;Patagonia;MasterCard;Signature Black;182625;Pesos;1;19/11/2022;5,61018E+15;MODO;22/11/2022;Estudios profesionales;San Juan;Catamarca;0;Masculino;316244;62
1644;Hipotecario;MasterCard;Platinum;636294;Pesos;12;20/6/2022;6,92554E+15;QR;22/6/2022;Estudios contables;Mendoza;La Rioja;0;Masculino;644741;62
1645;Galicia;MasterCard;Platinum;396755;Pesos;12;25/11/2022;6,3016E+15;Mercado Pago;30/11/2022;Estudios jurídicos;Neuquén;Córdoba;0;Masculino;450489;67
1646;Macro;MasterCard;Nacional;645091;Pesos;3;23/9/2022;4,31801E+15;Presencial;25/9/2022;Empresas de servicios;Misiones;Salta;0;Femenino;776159;66
1647;Santander;MasterCard;Internacional;868868;Pesos;1;26/10/2022;6,16913E+15;Venta Teléfonica;31/10/2022;Empresas de limpieza de edificios;San Juan;Córdoba;0;Femenino;548987;61
1648;Credicoop;MasterCard;Gold;762270;Pesos;3;29/6/2022;6,40642E+15;Débito Automático;30/6/2022;Empresas de fumigación / desinfección;CABA;Corrientes;0;Masculino;208936;69
1649;Supervielle;MasterCard;Platinum;871788;Pesos;1;4/5/2022;6,57612E+15;E Commerce;6/5/2022;Empresas de limpieza de tanques;Catamarca;Catamarca;0;Femenino;191373;68
1650;HSBC;MasterCard;Signature Black;665495;Dólares;12;6/9/2022;5,12254E+15;MODO;8/9/2022;Empresas de mantenimiento y reparación de edificios;Formosa;San Juan;1;Femenino;751703;67
1651;Itaú;MasterCard;Platinum;478046;Pesos;12;17/9/2022;6,4856E+15;QR;24/9/2022;Empresas de construcción;Entre Ríos;Jujuy;0;Femenino;797627;62
1652;Columbia;MasterCard;Platinum;44554;Pesos;1;6/6/2022;6,89502E+15;Mercado Pago;8/6/2022;Venta de indumentaria y accesorios;Misiones;Córdoba;0;Masculino;538906;64
1653;BBVA;MasterCard;Nacional;393316;Pesos;12;8/2/2022;5,3704E+15;Presencial;9/2/2022;Venta de calzado;Tierra del Fuego;Catamarca;0;Masculino;406516;70
1654;Comafi;MasterCard;Internacional;425382;Pesos;1;7/7/2022;6,47483E+15;Venta Teléfonica;8/7/2022;Venta de artículos deportivos;Tierra del Fuego;Chubut;0;Masculino;116089;64
1655;Patagonia;MasterCard;Gold;705822;Pesos;3;11/12/2022;6,25349E+15;Débito Automático;17/12/2022;Showrooms;La Pampa;Chaco;0;Femenino;761784;61
1656;Hipotecario;MasterCard;Platinum;221912;Pesos;12;1/1/2022;5,34692E+15;E Commerce;8/1/2022;Ferreterías y Cerrajerías;Chubut;Tierra del Fuego;0;Masculino;313298;70
1657;Galicia;MasterCard;Signature Black;567607;Pesos;12;4/4/2022;4,43771E+15;MODO;6/4/2022;Venta de relojería y joyería;CABA;Catamarca;0;Femenino;361647;67
1658;Macro;MasterCard;Platinum;481053;Pesos;12;21/6/2022;6,1831E+15;QR;24/6/2022;Venta de artículos de perfumería y tocador;Neuquén;Santa Fe;0;Masculino;715322;69
1659;Santander;MasterCard;Platinum;921949;Pesos;1;20/9/2022;5,52341E+15;Mercado Pago;25/9/2022;Ópticas y casas de artículos de fotografía;Córdoba;La Rioja;0;Masculino;472615;68
1660;Credicoop;MasterCard;Nacional;421850;Pesos;3;20/10/2022;4,90729E+15;Presencial;21/10/2022;Ventas y servicio técnico de Celulares e Informática;Salta;Córdoba;0;Masculino;486679;60
1661;Supervielle;MasterCard;Internacional;115754;Dólares;1;24/10/2022;4,78772E+15;Venta Teléfonica;31/10/2022;Local de venta de materialeles de construcción;Santa Cruz;La Rioja;1;Femenino;88904;60
1662;HSBC;MasterCard;Gold;611625;Pesos;1;11/4/2022;4,23432E+15;Débito Automático;14/4/2022;Pinturerías;Neuquén;Entre Ríos;0;Femenino;719962;66
1663;Itaú;MasterCard;Platinum;848413;Pesos;1;22/6/2022;6,72443E+15;E Commerce;24/6/2022;Local de venta de artículos para el hogar / Bazar;Corrientes;Jujuy;0;Masculino;636028;64
1664;Columbia;MasterCard;Signature Black;816609;Pesos;3;4/6/2022;6,4123E+15;MODO;7/6/2022;Regalerías;Santa Fe;Tierra del Fuego;0;Femenino;826879;66
1665;BBVA;MasterCard;Platinum;103402;Pesos;12;28/11/2022;6,96705E+15;QR;30/11/2022;Jugueterías;Jujuy;San Luis;0;Femenino;175240;70
1666;Comafi;MasterCard;Platinum;131537;Pesos;1;25/7/2022;5,88947E+15;Mercado Pago;1/8/2022;Librerías;Chaco;Mendoza;0;Masculino;125127;63
1667;Patagonia;MasterCard;Nacional;340988;Pesos;3;18/2/2022;5,68287E+15;Presencial;25/2/2022;Local de venta de artículos de decoración y objetos de arte;Chubut;Catamarca;0;Masculino;778072;66
1668;Hipotecario;MasterCard;Internacional;2103;Pesos;12;6/6/2022;6,66729E+15;Venta Teléfonica;8/6/2022;Mueblerías;San Luis;Santiago del Estero;0;Masculino;623418;60
1669;Galicia;MasterCard;Gold;600643;Pesos;1;26/5/2022;4,54466E+15;Débito Automático;28/5/2022;Venta de equipamiento comercial y de servicios;Tierra del Fuego;Chaco;0;Femenino;183398;60
1670;Macro;MasterCard;Platinum;560935;Pesos;3;11/2/2022;6,95747E+15;E Commerce;18/2/2022;Local de venta de electrodomésticos;Tierra del Fuego;Córdoba;0;Masculino;276609;68
1671;Santander;MasterCard;Signature Black;831550;Pesos;1;7/7/2022;6,34103E+15;MODO;12/7/2022;Otros rubros;CABA;Río Negro;0;Masculino;144116;70
1672;Credicoop;MasterCard;Platinum;516639;Dólares;3;9/3/2022;5,35863E+15;QR;10/3/2022;Peluquerías y barberías;Formosa;Tierra del Fuego;1;Masculino;676166;65
1673;Supervielle;MasterCard;Platinum;814551;Pesos;3;23/3/2022;6,03909E+15;Mercado Pago;28/3/2022;Talleres mecánicos;Salta;San Juan;0;Masculino;802788;63
1674;HSBC;MasterCard;Nacional;366618;Pesos;6;24/5/2022;4,41272E+15;Presencial;31/5/2022;Local de venta de repuestos para automotores;La Pampa;Entre Ríos;0;Femenino;536613;63
1675;Itaú;MasterCard;Internacional;503559;Pesos;3;29/6/2022;6,9333E+15;Venta Teléfonica;1/7/2022;Talleres textiles;CABA;Corrientes;0;Femenino;803472;68
1676;Columbia;MasterCard;Gold;519884;Pesos;1;1/6/2022;5,15307E+15;Débito Automático;3/6/2022;Servicio técnico de celulares;Santa Cruz;CABA;0;Masculino;76051;60
1677;BBVA;MasterCard;Platinum;554279;Pesos;12;5/8/2022;4,75385E+15;E Commerce;8/8/2022;Servicio técnico de artículos del hogar;Río Negro;San Juan;0;Masculino;263992;68
1678;Comafi;MasterCard;Signature Black;204217;Pesos;12;2/10/2022;6,68743E+15;MODO;7/10/2022;Bicicleterías;Jujuy;Catamarca;0;Masculino;333291;60
1679;Patagonia;MasterCard;Platinum;845556;Pesos;3;25/9/2022;4,76811E+15;QR;2/10/2022;Local de perforación y tatuajes;Catamarca;San Juan;0;Femenino;149091;64
1680;Hipotecario;MasterCard;Platinum;567300;Pesos;1;19/6/2022;5,86751E+15;Mercado Pago;26/6/2022;Salones de estética;San Luis;Tierra del Fuego;0;Femenino;141742;64
1681;Galicia;MasterCard;Nacional;117072;Pesos;1;24/6/2022;4,888E+15;Presencial;1/7/2022;Consultorios y Centros médicos;CABA;Mendoza;0;Masculino;654381;62
1682;Macro;MasterCard;Internacional;414232;Pesos;6;22/9/2022;4,75092E+15;Venta Teléfonica;28/9/2022;Gimnasios / Centros de entrenamiento;Tierra del Fuego;CABA;0;Femenino;577351;68
1683;Santander;MasterCard;Gold;965746;Dólares;3;11/12/2022;4,39756E+15;Débito Automático;12/12/2022;Bares;Santa Fe;Salta;1;Masculino;612913;67
1684;Credicoop;MasterCard;Platinum;943338;Pesos;1;23/8/2022;5,49475E+15;E Commerce;24/8/2022;Cervecerías artesanales;Santiago del Estero;La Rioja;0;Masculino;702054;63
1685;Supervielle;MasterCard;Signature Black;5445;Pesos;1;17/3/2022;4,47241E+15;MODO;18/3/2022;Casas de comidas;Entre Ríos;Tierra del Fuego;0;Masculino;637897;61
1686;HSBC;MasterCard;Platinum;441779;Pesos;1;9/1/2022;4,90916E+15;QR;13/1/2022;Rotiserías;Chaco;Córdoba;0;Masculino;533957;62
1687;Itaú;MasterCard;Platinum;525256;Pesos;1;18/9/2022;6,92016E+15;Mercado Pago;24/9/2022;Casas de comida por peso;Jujuy;Río Negro;0;Femenino;135385;63
1688;Columbia;MasterCard;Nacional;699211;Pesos;12;8/5/2022;4,1543E+15;Presencial;9/5/2022;Cafeterías;Chaco;Jujuy;0;Masculino;503126;65
1689;BBVA;MasterCard;Internacional;10594;Pesos;3;27/3/2022;6,37672E+15;Venta Teléfonica;28/3/2022;Restaurantes;Santiago del Estero;Mendoza;0;Femenino;534683;67
1690;Comafi;MasterCard;Gold;317376;Pesos;12;13/5/2022;6,47354E+15;Débito Automático;14/5/2022;Hamburgueserías;Buenos Aires;La Pampa;0;Masculino;536144;62
1691;Patagonia;MasterCard;Platinum;893880;Pesos;6;13/3/2022;4,67499E+15;E Commerce;19/3/2022;Pizzerías;Formosa;Buenos Aires;0;Femenino;583112;63
1692;Hipotecario;MasterCard;Signature Black;831009;Pesos;3;16/2/2022;5,17163E+15;MODO;17/2/2022;Casas de empanadas;Buenos Aires;La Rioja;0;Femenino;213172;66
1693;Galicia;MasterCard;Platinum;418148;Pesos;3;5/10/2022;6,67677E+15;QR;7/10/2022;Almacenes o Fiambrerías;Santa Fe;Córdoba;0;Femenino;212712;61
1694;Macro;MasterCard;Platinum;63564;Dólares;6;30/1/2022;4,38176E+15;Mercado Pago;6/2/2022;Dietéticas o Tiendas naturistas;San Luis;Formosa;1;Masculino;371557;65
1695;Santander;MasterCard;Nacional;616661;Pesos;3;7/12/2022;6,20513E+15;Presencial;12/12/2022;Verdulerías y Fruterías;Misiones;Chaco;0;Femenino;301179;67
1696;Credicoop;MasterCard;Internacional;361774;Pesos;6;8/11/2022;6,61763E+15;Venta Teléfonica;14/11/2022;Carnicerías;Entre Ríos;Río Negro;0;Masculino;590773;64
1697;Supervielle;MasterCard;Gold;907455;Pesos;1;8/3/2022;6,74607E+15;Débito Automático;10/3/2022;Granjas o Pollerías;San Luis;Corrientes;0;Femenino;374209;63
1698;HSBC;MasterCard;Platinum;538533;Pesos;3;12/3/2022;6,89876E+15;E Commerce;17/3/2022;Kioskos;La Rioja;Santa Fe;0;Masculino;517820;66
1699;Itaú;MasterCard;Signature Black;841870;Pesos;1;7/11/2022;6,24042E+15;MODO;10/11/2022;Agencias de Turismo;Formosa;San Luis;0;Masculino;322809;68
1700;Columbia;MasterCard;Platinum;126974;Pesos;1;26/2/2022;5,47701E+15;QR;4/3/2022;Inmobiliarias;Jujuy;Córdoba;0;Femenino;279668;60
1701;BBVA;MasterCard;Platinum;151334;Pesos;3;30/1/2022;5,04473E+15;Mercado Pago;31/1/2022;Estudios profesionales;Chubut;Neuquén;0;Femenino;309626;68
1702;Comafi;MasterCard;Nacional;427494;Pesos;12;3/11/2022;5,05624E+15;Presencial;4/11/2022;Estudios contables;Buenos Aires;Chubut;0;Femenino;269092;64
1703;Patagonia;MasterCard;Internacional;288421;Pesos;1;13/2/2022;4,16251E+15;Venta Teléfonica;14/2/2022;Estudios jurídicos;Córdoba;Córdoba;0;Femenino;690126;64
1704;Hipotecario;MasterCard;Gold;559320;Pesos;1;11/8/2022;6,8715E+15;Débito Automático;18/8/2022;Empresas de servicios;La Pampa;San Luis;0;Masculino;482779;68
1705;Galicia;MasterCard;Platinum;872126;Dólares;1;11/6/2022;5,54145E+15;E Commerce;16/6/2022;Empresas de limpieza de edificios;Neuquén;Neuquén;1;Masculino;812389;62
1706;Macro;MasterCard;Signature Black;575073;Pesos;1;9/12/2022;4,59349E+15;MODO;12/12/2022;Empresas de fumigación / desinfección;Misiones;Formosa;0;Masculino;468917;65
1707;Santander;MasterCard;Platinum;113313;Pesos;1;23/12/2022;4,65958E+15;QR;27/12/2022;Empresas de limpieza de tanques;San Luis;Neuquén;0;Masculino;556239;69
1708;Credicoop;MasterCard;Platinum;823343;Pesos;1;17/9/2022;4,46391E+15;Mercado Pago;20/9/2022;Empresas de mantenimiento y reparación de edificios;Entre Ríos;Santiago del Estero;0;Femenino;831964;64
1709;Supervielle;MasterCard;Nacional;698020;Pesos;6;7/4/2022;4,86564E+15;Presencial;11/4/2022;Empresas de construcción;Formosa;Santa Fe;0;Masculino;428903;70
1710;HSBC;MasterCard;Internacional;649408;Pesos;3;17/10/2022;6,67467E+15;Venta Teléfonica;20/10/2022;Venta de indumentaria y accesorios;Jujuy;Santiago del Estero;0;Masculino;285929;60
1711;Itaú;MasterCard;Gold;487795;Pesos;1;11/6/2022;4,69769E+15;Débito Automático;17/6/2022;Venta de calzado;La Rioja;La Rioja;0;Masculino;369719;60
1712;Columbia;MasterCard;Platinum;848951;Pesos;1;25/3/2022;6,69063E+15;E Commerce;29/3/2022;Venta de artículos deportivos;Santiago del Estero;Catamarca;0;Masculino;534717;67
1713;BBVA;MasterCard;Signature Black;441264;Pesos;1;19/4/2022;6,38109E+15;MODO;20/4/2022;Showrooms;San Juan;San Luis;0;Masculino;591381;68
1714;Comafi;MasterCard;Platinum;16401;Pesos;1;16/5/2022;5,6666E+15;QR;20/5/2022;Ferreterías y Cerrajerías;Santa Fe;Salta;0;Femenino;829930;68
